Stream name,Units type,Data interval (seconds),Value interpolation,External data source,External update disabled,Latest update,Latest data,Records,External units,Lookup name,Value offset,Value factor,Time offset (seconds),Min. threshold,Max. threshold,Table,Data column,Time column,User field 1,User value 1,User field 2,User value 2,User field 3,User value 3,Tag name,Description
moata.South Karori.1040973.PEAKVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,1040973,,,,,,South Karori
moata.South Karori.262549.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:06:58 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262549,,,,,,South Karori
moata.South Karori.32148.UpDEPTH_1,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32148,,,,,,South Karori
moata.South Karori.32149.SDEPTH_3,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32149,,,,,,South Karori
moata.South Karori.32150.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,32150,,,,,,South Karori
moata.South Karori.32152.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:05 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32152,,,,,,South Karori
moata.South Karori.32156.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32156,,,,,,South Karori
moata.South Karori.32157.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32157,,,,,,South Karori
moata.South Karori.35104.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,35104,,,,,,South Karori
moata.South Karori.39997.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,39997,,,,,,South Karori
moata.South Karori.40014.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:11 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40014,,,,,,South Karori
moata.South Karori.40030.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40030,,,,,,South Karori
moata.South Karori.707484.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:18 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,707484,,,,,,South Karori
moata.SOUTHAPRON.206568.RAWVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,206568,,,,,,SOUTHAPRON
moata.SOUTHAPRON.206571.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,206571,,,,,,SOUTHAPRON
moata.SOUTHAPRON.206572.PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,206572,,,,,,SOUTHAPRON
moata.SOUTHBEACH.808927.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808927,,,,,,SOUTHBEACH
moata.SOUTHBEACH.808928.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808928,,,,,,SOUTHBEACH
moata.SOUTHBEACH.808929.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808929,,,,,,SOUTHBEACH
moata.SOUTHBEACH.808930.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808930,,,,,,SOUTHBEACH
moata.SOUTHBEACH.808931.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808931,,,,,,SOUTHBEACH
moata.SOUTHBEACH.809066.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809066,,,,,,SOUTHBEACH
moata.SOUTHBEACH.809100.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:25 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809100,,,,,,SOUTHBEACH
moata.SOUTHBEACH.809101.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809101,,,,,,SOUTHBEACH
moata.Southern Landfill.211024.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,211024,,,,,,Southern Landfill
moata.Southern Landfill.211030.Depth Prelim,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,211030,,,,,,Southern Landfill
moata.Southern Landfill.211031.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:32 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,211031,,,,,,Southern Landfill
moata.Southern Landfill.211032.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:38 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,211032,,,,,,Southern Landfill
moata.Southern Landfill.365669.Final Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:45 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365669,,,,,,Southern Landfill
moata.Southern Landfill.689410.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,689410,,,,,,Southern Landfill
moata.Southern Landfill.689411.PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,689411,,,,,,Southern Landfill
moata.Southern Landfill.689412.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689412,,,,,,Southern Landfill
moata.Southhampton.33623.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33623,,,,,,Southhampton
moata.Southhampton.33636.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33636,,,,,,Southhampton
moata.Southhampton.43791.Stormwater Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,43791,,,,,,Southhampton
moata.Southhampton.689386.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:07:54 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689386,,,,,,Southhampton
moata.Southhampton.689387.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 4:08:03 pm,18/02/2024 10:55:00 am,13812,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689387,,,,,,Southhampton
moata.Stemhead Lane at RG2.215634.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215634,,,,,,Stemhead Lane at RG2
moata.STFM01 - REYNALDS.201165.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201165,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.201208.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201208,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.201257.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201257,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.201301.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201301,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.201347.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201347,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.201382.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201382,,,,,,STFM01 - REYNALDS
moata.STFM01 - REYNALDS.206540.LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,206540,,,,,,STFM01 - REYNALDS
moata.STFM02 - KELSON.201193.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201193,,,,,,STFM02 - KELSON
moata.STFM02 - KELSON.201232.Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201232,,,,,,STFM02 - KELSON
moata.STFM02 - KELSON.201283.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201283,,,,,,STFM02 - KELSON
moata.STFM02 - KELSON.201329.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201329,,,,,,STFM02 - KELSON
moata.STFM02 - KELSON.201408.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201408,,,,,,STFM02 - KELSON
moata.STFM03 - BARNES.201166.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201166,,,,,,STFM03 - BARNES
moata.STFM03 - BARNES.201239.LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201239,,,,,,STFM03 - BARNES
moata.STFM03 - BARNES.201258.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201258,,,,,,STFM03 - BARNES
moata.STFM03 - BARNES.201302.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201302,,,,,,STFM03 - BARNES
moata.STFM03 - BARNES.201348.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201348,,,,,,STFM03 - BARNES
moata.STFM03 - BARNES.201383.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201383,,,,,,STFM03 - BARNES
moata.STFM04 - MARINEPDE.201167.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201167,,,,,,STFM04 - MARINEPDE
moata.STFM04 - MARINEPDE.201209.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201209,,,,,,STFM04 - MARINEPDE
moata.STFM04 - MARINEPDE.201259.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201259,,,,,,STFM04 - MARINEPDE
moata.STFM04 - MARINEPDE.201303.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201303,,,,,,STFM04 - MARINEPDE
moata.STFM04 - MARINEPDE.201349.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201349,,,,,,STFM04 - MARINEPDE
moata.STFM04 - MARINEPDE.201384.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201384,,,,,,STFM04 - MARINEPDE
moata.STFM05 - 57MARSDEN.201168.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201168,,,,,,STFM05 - 57MARSDEN
moata.STFM05 - 57MARSDEN.201210.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201210,,,,,,STFM05 - 57MARSDEN
moata.STFM05 - 57MARSDEN.201260.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201260,,,,,,STFM05 - 57MARSDEN
moata.STFM05 - 57MARSDEN.201304.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201304,,,,,,STFM05 - 57MARSDEN
moata.STFM05 - 57MARSDEN.201350.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201350,,,,,,STFM05 - 57MARSDEN
moata.STFM05 - 57MARSDEN.201385.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201385,,,,,,STFM05 - 57MARSDEN
moata.STFM06 - 12DYER.201169.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201169,,,,,,STFM06 - 12DYER
moata.STFM06 - 12DYER.201211.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201211,,,,,,STFM06 - 12DYER
moata.STFM06 - 12DYER.201261.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201261,,,,,,STFM06 - 12DYER
moata.STFM06 - 12DYER.201305.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201305,,,,,,STFM06 - 12DYER
moata.STFM06 - 12DYER.201351.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201351,,,,,,STFM06 - 12DYER
moata.STFM06 - 12DYER.201386.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201386,,,,,,STFM06 - 12DYER
moata.STFM07 - BLOOMFIELD.201170.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201170,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.201212.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201212,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.201262.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201262,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.201306.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201306,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.201352.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201352,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.201387.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201387,,,,,,STFM07 - BLOOMFIELD
moata.STFM07 - BLOOMFIELD.204408.LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,204408,,,,,,STFM07 - BLOOMFIELD
moata.STFM08 - 46LAINGS.201171.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201171,,,,,,STFM08 - 46LAINGS
moata.STFM08 - 46LAINGS.201213.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201213,,,,,,STFM08 - 46LAINGS
moata.STFM08 - 46LAINGS.201263.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201263,,,,,,STFM08 - 46LAINGS
moata.STFM08 - 46LAINGS.201307.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201307,,,,,,STFM08 - 46LAINGS
moata.STFM08 - 46LAINGS.201353.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201353,,,,,,STFM08 - 46LAINGS
moata.STFM08 - 46LAINGS.201388.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201388,,,,,,STFM08 - 46LAINGS
moata.STFM09 - BLOCKRD.201172.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201172,,,,,,STFM09 - BLOCKRD
moata.STFM09 - BLOCKRD.201214.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201214,,,,,,STFM09 - BLOCKRD
moata.STFM09 - BLOCKRD.201264.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201264,,,,,,STFM09 - BLOCKRD
moata.STFM09 - BLOCKRD.201308.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201308,,,,,,STFM09 - BLOCKRD
moata.STFM09 - BLOCKRD.201354.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201354,,,,,,STFM09 - BLOCKRD
moata.STFM09 - BLOCKRD.201389.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201389,,,,,,STFM09 - BLOCKRD
moata.STFM10 - FRASER.201173.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201173,,,,,,STFM10 - FRASER
moata.STFM10 - FRASER.201215.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201215,,,,,,STFM10 - FRASER
moata.STFM10 - FRASER.201265.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201265,,,,,,STFM10 - FRASER
moata.STFM10 - FRASER.201309.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201309,,,,,,STFM10 - FRASER
moata.STFM10 - FRASER.201355.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201355,,,,,,STFM10 - FRASER
moata.STFM10 - FRASER.201390.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201390,,,,,,STFM10 - FRASER
moata.STFM11 - 13WAIKARE.201174.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201174,,,,,,STFM11 - 13WAIKARE
moata.STFM11 - 13WAIKARE.201216.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201216,,,,,,STFM11 - 13WAIKARE
moata.STFM11 - 13WAIKARE.201266.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201266,,,,,,STFM11 - 13WAIKARE
moata.STFM11 - 13WAIKARE.201310.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201310,,,,,,STFM11 - 13WAIKARE
moata.STFM11 - 13WAIKARE.201356.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201356,,,,,,STFM11 - 13WAIKARE
moata.STFM11 - 13WAIKARE.201391.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201391,,,,,,STFM11 - 13WAIKARE
moata.STFM12 - WADDINGTON.201175.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201175,,,,,,STFM12 - WADDINGTON
moata.STFM12 - WADDINGTON.201217.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201217,,,,,,STFM12 - WADDINGTON
moata.STFM12 - WADDINGTON.201267.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201267,,,,,,STFM12 - WADDINGTON
moata.STFM12 - WADDINGTON.201311.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201311,,,,,,STFM12 - WADDINGTON
moata.STFM12 - WADDINGTON.201357.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201357,,,,,,STFM12 - WADDINGTON
moata.STFM12 - WADDINGTON.201392.Qfinal,Q,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201392,,,,,,STFM12 - WADDINGTON
moata.STFM13 - 115OXFORD.201176.Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201176,,,,,,STFM13 - 115OXFORD
moata.STFM13 - 115OXFORD.201218.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,201218,,,,,,STFM13 - 115OXFORD
moata.STFM13 - 115OXFORD.201268.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201268,,,,,,STFM13 - 115OXFORD
moata.STFM13 - 115OXFORD.201312.Dfinal,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201312,,,,,,STFM13 - 115OXFORD
moata.STFM13 - 115OXFORD.201358.Vfinal,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,201358,,,,,,STFM13 - 115OXFORD
