Stream name,Units type,Data interval (seconds),Value interpolation,External data source,External update disabled,Latest update,Latest data,Records,External units,Lookup name,Value offset,Value factor,Time offset (seconds),Min. threshold,Max. threshold,Table,Data column,Time column,User field 1,User value 1,User field 2,User value 2,User field 3,User value 3,Tag name,Description
moata.11 Lucknow Terrace at WWH_RG13.215663.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215663,,,,,,11 Lucknow Terrace at WWH_RG13
moata.114REYNALDS.201412.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201412,,,,,,114REYNALDS
moata.115 South Karori.33612.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33612,,,,,,115 South Karori
moata.115 South Karori.33635.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33635,,,,,,115 South Karori
moata.115 South Karori.689362.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:18 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689362,,,,,,115 South Karori
moata.115 South Karori.689363.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:21 pm,18/02/2024 10:55:00 am,547838,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689363,,,,,,115 South Karori
moata.12 Dorset Way at WWH_RG08.215658.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215658,,,,,,12 Dorset Way at WWH_RG08
moata.126 The Esplanade.33802.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33802,,,,,,126 The Esplanade
moata.126 The Esplanade.33992.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33992,,,,,,126 The Esplanade
moata.126 The Esplanade.56198.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56198,,,,,,126 The Esplanade
moata.126 The Esplanade.690940.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:28 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,690940,,,,,,126 The Esplanade
moata.126 The Esplanade.690941.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:30 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,690941,,,,,,126 The Esplanade
moata.127 Northland Road at WWH_RG07.215657.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215657,,,,,,127 Northland Road at WWH_RG07
moata.12A Manley Tce.33804.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33804,,,,,,12A Manley Tce
moata.12A Manley Tce.33993.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33993,,,,,,12A Manley Tce
moata.12A Manley Tce.56191.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56191,,,,,,12A Manley Tce
moata.12A Manley Tce.689350.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:35 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689350,,,,,,12A Manley Tce
moata.12A Manley Tce.689351.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:38 pm,18/02/2024 10:55:00 am,13948,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689351,,,,,,12A Manley Tce
moata.13 Chamberlain Road at KAR_RG04.215672.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215672,,,,,,13 Chamberlain Road at KAR_RG04
moata.143 MOXHAM.224255.Pressure,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,224255,,,,,,143 MOXHAM
moata.143 MOXHAM.224272.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,224272,,,,,,143 MOXHAM
moata.143 MOXHAM.689365.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:45 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689365,,,,,,143 MOXHAM
moata.143 MOXHAM.689366.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:47 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689366,,,,,,143 MOXHAM
moata.17 Kilkelly Close at RG1.215600.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215600,,,,,,17 Kilkelly Close at RG1
moata.19 Lakewood Avenue at RG7.215601.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215601,,,,,,19 Lakewood Avenue at RG7
moata.19 Main Road at RG5.215602.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215602,,,,,,19 Main Road at RG5
moata.19 Moxham.170703.UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170703,,,,,,19 Moxham
moata.19 Moxham.170709.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170709,,,,,,19 Moxham
moata.192 Tasman.177905.Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:22:54 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,177905,,,,,,192 Tasman
moata.192 Tasman.177906.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:00 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,177906,,,,,,192 Tasman
moata.192 Tasman.45511.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,45511,,,,,,192 Tasman
moata.192 Tasman.45513.MH Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,45513,,,,,,192 Tasman
moata.19WAITOHU.201413.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201413,,,,,,19WAITOHU
moata.2 Homewood Crescent at KAR_RG02.215670.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215670,,,,,,2 Homewood Crescent at KAR_RG02
moata.20 Hawtrey Tce at RG8.215603.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215603,,,,,,20 Hawtrey Tce at RG8
moata.20 Wall Place at RG3.215604.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215604,,,,,,20 Wall Place at RG3
moata.204NAENAE.201414.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201414,,,,,,204NAENAE
moata.21 Awarua Street at WWH_RG11.215661.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215661,,,,,,21 Awarua Street at WWH_RG11
moata.22 Versailles Street at KAR_RG01.215669.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215669,,,,,,22 Versailles Street at KAR_RG01
moata.23 Hathaway Avenue at KAR_RG06.215674.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215674,,,,,,23 Hathaway Avenue at KAR_RG06
moata.230 The Esplanade.38091.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,38091,,,,,,230 The Esplanade
moata.230 The Esplanade.38093.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,38093,,,,,,230 The Esplanade
moata.230 The Esplanade.56197.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56197,,,,,,230 The Esplanade
moata.230 The Esplanade.689353.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:06 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689353,,,,,,230 The Esplanade
moata.230 The Esplanade.689354.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:08 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689354,,,,,,230 The Esplanade
moata.24 Nassau Avenue at RG6.215605.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215605,,,,,,24 Nassau Avenue at RG6
moata.26 Rajkot Terrace at WWH_RG15.215665.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215665,,,,,,26 Rajkot Terrace at WWH_RG15
moata.270 The Parade.170704.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170704,,,,,,270 The Parade
moata.270 The Parade.170710.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170710,,,,,,270 The Parade
moata.270 The Parade.689368.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:14 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689368,,,,,,270 The Parade
moata.270 The Parade.689369.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:16 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689369,,,,,,270 The Parade
moata.275 Ohiro.33610.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33610,,,,,,275 Ohiro
moata.275 Ohiro.33633.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33633,,,,,,275 Ohiro
moata.275 Ohiro.56190.Depth Rec,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56190,,,,,,275 Ohiro
moata.275 Ohiro.689487.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:22 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689487,,,,,,275 Ohiro
moata.275 Ohiro.689488.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:25 pm,18/02/2024 10:55:00 am,13950,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689488,,,,,,275 Ohiro
moata.2AONEPOTO.808853.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808853,,,,,,2AONEPOTO
moata.2AONEPOTO.808854.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808854,,,,,,2AONEPOTO
moata.2AONEPOTO.808855.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808855,,,,,,2AONEPOTO
moata.2AONEPOTO.808856.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808856,,,,,,2AONEPOTO
moata.2AONEPOTO.808857.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808857,,,,,,2AONEPOTO
moata.2AONEPOTO.809078.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809078,,,,,,2AONEPOTO
moata.2AONEPOTO.809126.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:32 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809126,,,,,,2AONEPOTO
moata.2AONEPOTO.809127.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809127,,,,,,2AONEPOTO
moata.2ARERO.808859.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808859,,,,,,2ARERO
moata.2ARERO.808860.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808860,,,,,,2ARERO
moata.2ARERO.808861.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808861,,,,,,2ARERO
moata.2ARERO.808862.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808862,,,,,,2ARERO
moata.2ARERO.808863.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808863,,,,,,2ARERO
moata.2ARERO.809077.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809077,,,,,,2ARERO
moata.2ARERO.809124.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:38 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809124,,,,,,2ARERO
moata.2ARERO.809125.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809125,,,,,,2ARERO
moata.2CONEPOTO.808865.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808865,,,,,,2CONEPOTO
moata.2CONEPOTO.808866.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808866,,,,,,2CONEPOTO
moata.2CONEPOTO.808867.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808867,,,,,,2CONEPOTO
moata.2CONEPOTO.808868.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808868,,,,,,2CONEPOTO
moata.2CONEPOTO.808869.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808869,,,,,,2CONEPOTO
moata.2CONEPOTO.809076.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809076,,,,,,2CONEPOTO
moata.2CONEPOTO.809122.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:45 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809122,,,,,,2CONEPOTO
moata.2CONEPOTO.809123.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809123,,,,,,2CONEPOTO
moata.30 Sunshine Avenue at KAR_RG05.215673.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215673,,,,,,30 Sunshine Avenue at KAR_RG05
moata.33 Spenmoor Street at WWH_RG17.215667.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215667,,,,,,33 Spenmoor Street at WWH_RG17
moata.34 Clutha.177921.Flow - SW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:51 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,177921,,,,,,34 Clutha
moata.34 Clutha.177922.QCONTINUITY - SW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:23:57 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,177922,,,,,,34 Clutha
moata.34 Clutha.33806.UDepth - WW,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33806,,,,,,34 Clutha
moata.34 Clutha.33994.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33994,,,,,,34 Clutha
moata.34 Clutha.38162.Overflow Discharge - WW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:03 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,38162,,,,,,34 Clutha
moata.34 Clutha.56714.Overflow Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,56714,,,,,,34 Clutha
moata.34 Clutha.56715.Overflow Discharge - SW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:08 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,56715,,,,,,34 Clutha
moata.34 Clutha.691452.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,691452,,,,,,34 Clutha
moata.34 Clutha.691453.Final Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:15 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,691453,,,,,,34 Clutha
moata.372273_FM01.365866.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:22 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365866,,,,,,372273_FM01
moata.372273_FM01.365867.VPRELIM,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365867,,,,,,372273_FM01
moata.372273_FM01.365868.VPRELIM (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365868,,,,,,372273_FM01
moata.372273_FM01.365869.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365869,,,,,,372273_FM01
moata.372273_FM01.365871.SDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,365871,,,,,,372273_FM01
moata.372273_FM01.365873.QPRELIM,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:30 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,365873,,,,,,372273_FM01
moata.372273_FM01.365874.DPRELIM,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,365874,,,,,,372273_FM01
moata.372273_FM01.365875.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,365875,,,,,,372273_FM01
moata.372273_FM01.365876.UpDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,365876,,,,,,372273_FM01
moata.38 Kano Street at KAR_RG03.215671.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215671,,,,,,38 Kano Street at KAR_RG03
moata.38 Kent.167805.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167805,,,,,,38 Kent
moata.38 Kent.167807.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167807,,,,,,38 Kent
moata.38 Kent.177898.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:37 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,177898,,,,,,38 Kent
moata.38 Kent.689508.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:44 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689508,,,,,,38 Kent
moata.38 Kent.689509.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:47 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689509,,,,,,38 Kent
moata.388 Broadway.170705.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170705,,,,,,388 Broadway
moata.388 Broadway.170711.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,170711,,,,,,388 Broadway
moata.388 Broadway.689371.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:55 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689371,,,,,,388 Broadway
moata.388 Broadway.689372.Sewer Overflow Discharge,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:24:57 pm,18/02/2024 10:55:00 am,13956,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689372,,,,,,388 Broadway
moata.38MANA.1204888.LR110,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,1204888,,,,,,38MANA
moata.38MANA.229378.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,229378,,,,,,38MANA
moata.38MANA.229379.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,229379,,,,,,38MANA
moata.38MANA.229380.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:04 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,229380,,,,,,38MANA
moata.38MANA.262542.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:25:11 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262542,,,,,,38MANA
moata.38MANA.33834.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33834,,,,,,38MANA
